"Search Results"

"Summary"
"Saved on","7/18/2022 3:49:43 PM"
"Searched for","interdomain allostery OR intramolecular regulation OR intrasteric regulation OR active-site-directed regulation OR motif exposure OR autoinhibition OR signaling conduit function"
"In folder(s)","G:\My Drive\FIL\cis_project\Gsponer2016\positive_papers"
"Number of document(s) found","62"             
"Number of instance(s) found","893"            

"File name","Title","Page","Search Instance"
"Bai 2012.pdf","","10","spectrum by which autoinhibition can occur in modulating the function of a transport factor. "
"Bai 2012.pdf","","11","sorting with vesicle Autoinhibition of ACAP1 formation. J. Cell Biol. 168, 281.290 26. "

"File name","Title","Page","Search Instance"
"Yin 2012.pdf","Cyclic di-GMP Sensing via the Innate Immune Signaling Protein STING","1","STING from this autoinhibition by displacing the CTT. The structures provide a remarkable example "
"Yin 2012.pdf","Cyclic di-GMP Sensing via the Innate Immune Signaling Protein STING","2","the relief of autoinhibition upon c-di-GMP binding and activation of TBK1 and "
"Yin 2012.pdf","Cyclic di-GMP Sensing via the Innate Immune Signaling Protein STING","7","in relieving this autoinhibition. The mutations on E316 or S272 may have compromised this "
"Yin 2012.pdf","Cyclic di-GMP Sensing via the Innate Immune Signaling Protein STING","7","ÅeÅeRelease of autoinhibitionÅfÅf model. In unstimulated cells, STING exists in an autoinhibited status "
"Yin 2012.pdf","Cyclic di-GMP Sensing via the Innate Immune Signaling Protein STING","7","releases STING from autoinhibition. STING dimers with freed CTT may further oligomerize through CTT. "
"Yin 2012.pdf","Cyclic di-GMP Sensing via the Innate Immune Signaling Protein STING","7","is important for autoinhibition, leading to nonresponsiveness to c-di-GMP; but being at "
"Yin 2012.pdf","Cyclic di-GMP Sensing via the Innate Immune Signaling Protein STING","8","intramolecular interaction-mediated autoinhibition? mut18 E316A E316 is exposed and away from mut19 E316N "
"Yin 2012.pdf","Cyclic di-GMP Sensing via the Innate Immune Signaling Protein STING","8","of intramolecular interactionmediated autoinhibition plus partial deficiency in TBK1 and IRF3 activation? mut17 S358A, "
"Yin 2012.pdf","Cyclic di-GMP Sensing via the Innate Immune Signaling Protein STING","8","intramolecular interaction-mediated autoinhibition? See Burdette et al. (2011). Residue numbers were modified "
"Yin 2012.pdf","Cyclic di-GMP Sensing via the Innate Immune Signaling Protein STING","9","release of STING autoinhibition followed by oligomerization and activation of the pathway. Autoinhibition and "
"Yin 2012.pdf","Cyclic di-GMP Sensing via the Innate Immune Signaling Protein STING","9","of the pathway. Autoinhibition and ligand-induced release of autoinhibition may also be a "
"Yin 2012.pdf","Cyclic di-GMP Sensing via the Innate Immune Signaling Protein STING","9","induced release of autoinhibition may also be a general mechanism for self versus non-"
"Yin 2012.pdf","Cyclic di-GMP Sensing via the Innate Immune Signaling Protein STING","9","intramolecular interaction-mediated autoinhibition provides a safety mechanism and a simple molecular switch that "

"File name","Title","Page","Search Instance"
"Norgan 2013.pdf","Relief of Autoinhibition Enhances Vta1 Activation of Vps4 via the Vps4 Stimulatory Element*","Document Metadata","Title: Relief of Autoinhibition Enhances Vta1 Activation of Vps4 via the Vps4 Stimulatory Element*"
"Norgan 2013.pdf","Relief of Autoinhibition Enhances Vta1 Activation of Vps4 via the Vps4 Stimulatory Element*","Document Metadata","Found 1 instance(s) in additional metadata"
"Norgan 2013.pdf","Relief of Autoinhibition Enhances Vta1 Activation of Vps4 via the Vps4 Stimulatory Element*","1","Relief of Autoinhibition Enhances Vta1 Activation of Vps4 via the Vps4 Stimulatory Element*"
"Norgan 2013.pdf","Relief of Autoinhibition Enhances Vta1 Activation of Vps4 via the Vps4 Stimulatory Element*","1","binding Vta1 relieves autoinhibition of the VSE to promote activation of Vps4. Significance: These "
"Norgan 2013.pdf","Relief of Autoinhibition Enhances Vta1 Activation of Vps4 via the Vps4 Stimulatory Element*","1","relieves linker region autoinhibition of the VSE to produce maximal activation of Vps4 during "
"Norgan 2013.pdf","Relief of Autoinhibition Enhances Vta1 Activation of Vps4 via the Vps4 Stimulatory Element*","2","quantitated using ImageQuant Autoinhibition of the Vta1 VSE 26148 JOURNAL OF BIOLOGICAL CHEMISTRY VOLUME "
"Norgan 2013.pdf","Relief of Autoinhibition Enhances Vta1 Activation of Vps4 via the Vps4 Stimulatory Element*","3","To determine the Autoinhibition of the Vta1 VSE FIGURE 1. ATPase stimulation by Vta1 "
"Norgan 2013.pdf","Relief of Autoinhibition Enhances Vta1 Activation of Vps4 via the Vps4 Stimulatory Element*","3","contribute to this autoinhibition. Autoinhibition could occur through altering the affinity of Vta1 for "
"Norgan 2013.pdf","Relief of Autoinhibition Enhances Vta1 Activation of Vps4 via the Vps4 Stimulatory Element*","4","from this survey.) Autoinhibition of the Vta1 VSE 26150 JOURNAL OF BIOLOGICAL CHEMISTRY VOLUME "
"Norgan 2013.pdf","Relief of Autoinhibition Enhances Vta1 Activation of Vps4 via the Vps4 Stimulatory Element*","5","bars, S.E. Autoinhibition of the Vta1 VSE SEPTEMBER 6, 2013.VOLUME 288.NUMBER "
"Norgan 2013.pdf","Relief of Autoinhibition Enhances Vta1 Activation of Vps4 via the Vps4 Stimulatory Element*","6","0.001; Fig. 5B Autoinhibition of the Vta1 VSE 26152 JOURNAL OF BIOLOGICAL CHEMISTRY VOLUME "
"Norgan 2013.pdf","Relief of Autoinhibition Enhances Vta1 Activation of Vps4 via the Vps4 Stimulatory Element*","7","bars, S.E. Autoinhibition of the Vta1 VSE SEPTEMBER 6, 2013.VOLUME 288.NUMBER "
"Norgan 2013.pdf","Relief of Autoinhibition Enhances Vta1 Activation of Vps4 via the Vps4 Stimulatory Element*","8","However, linker region autoinhibition of the VSE curtails the extent of stimulation in the "
"Norgan 2013.pdf","Relief of Autoinhibition Enhances Vta1 Activation of Vps4 via the Vps4 Stimulatory Element*","8","binding Vta1 relieves autoinhibition of the VSE, enhancing stimulation of Vps4. This VSE stimulation "
"Norgan 2013.pdf","Relief of Autoinhibition Enhances Vta1 Activation of Vps4 via the Vps4 Stimulatory Element*","8","this linker region autoinhibition (although not through altering the conformation of the MIT "
"Norgan 2013.pdf","Relief of Autoinhibition Enhances Vta1 Activation of Vps4 via the Vps4 Stimulatory Element*","8","region to relieve autoinhibition of the VSE. Recent structural analyses of ESCRT-III subunit "
"Norgan 2013.pdf","Relief of Autoinhibition Enhances Vta1 Activation of Vps4 via the Vps4 Stimulatory Element*","8","the mechanisms of autoinhibition and ESCRT-III enhancement of Vta1 remain unresolved at the "
"Norgan 2013.pdf","Relief of Autoinhibition Enhances Vta1 Activation of Vps4 via the Vps4 Stimulatory Element*","8","modes: (i) Autoinhibition of the Vta1 VSE 26154 JOURNAL OF BIOLOGICAL CHEMISTRY VOLUME "
"Norgan 2013.pdf","Relief of Autoinhibition Enhances Vta1 Activation of Vps4 via the Vps4 Stimulatory Element*","9","2006) Did2 coordinates Autoinhibition of the Vta1 VSE Vps4-mediated dissociation of ESCRT-III "
"Norgan 2013.pdf","Relief of Autoinhibition Enhances Vta1 Activation of Vps4 via the Vps4 Stimulatory Element*","9","ESCRT-III protein autoinhibition. Nat. Struct. Mol. Biol. 16, 754.762 23. Xiao, J., "
"Norgan 2013.pdf","Relief of Autoinhibition Enhances Vta1 Activation of Vps4 via the Vps4 Stimulatory Element*","10","to relieve enzyme autoinhibition. J. Biol. Chem. 285, 35428.35438 46. Yang, Z., Vild, "
"Norgan 2013.pdf","Relief of Autoinhibition Enhances Vta1 Activation of Vps4 via the Vps4 Stimulatory Element*","10","012-9439-1 Autoinhibition of the Vta1 VSE 26156 JOURNAL OF BIOLOGICAL CHEMISTRY VOLUME "

"File name","Title","Page","Search Instance"
"Ducett 2013.pdf","","1","protein Zuo1 Releases Autoinhibition and Activates Pdr1-dependent Transcription Jeanette K. Ducett1, Francis C. "
"Ducett 2013.pdf","","2","and release of autoinhibition necessary for PDR activation. Results Dissociation of Zuo1 from the "
"Ducett 2013.pdf","","3","basis for this autoinhibition, we determined the solution structure of Zuo1348.433 using an "
"Ducett 2013.pdf","","4","terminal domain releases autoinhibition Our in vivo data indicate that Zuo1 is only fully "
"Ducett 2013.pdf","","4","bundle structure cause autoinhibition. To test this idea, we designed two amino acid alterations "
"Ducett 2013.pdf","","6","and release of autoinhibition unleashing its ability to specifically activate the Pdr1 transcription factor. "
"Ducett 2013.pdf","","6","is regulated by autoinhibition conferred by the CTD structure, with activity being induced upon "
"Ducett 2013.pdf","","7","binding releases this autoinhibition by disrupting the folded structure of a helical GTPase-binding "
"Ducett 2013.pdf","","15","helical bundle releases autoinhibition. (a) Ribbon diagram of a portion of the CTD "

"File name","Title","Page","Search Instance"
"Hansen and Kwiatkowski 2013.pdf","Chapter One . Control of Actin Dynamics by Allosteric Regulation of Actin Binding Proteins","Document Metadata","Keywords: Actin; Autoinhibition; Éø-Catenin; ERM proteins; N-WASP; Talin; Vinculin; Zyxin"
"Hansen and Kwiatkowski 2013.pdf","Chapter One . Control of Actin Dynamics by Allosteric Regulation of Actin Binding Proteins","Document Metadata","Found 2 instance(s) in additional metadata"
"Hansen and Kwiatkowski 2013.pdf","Chapter One . Control of Actin Dynamics by Allosteric Regulation of Actin Binding Proteins","1","binding proteins: allosteric autoinhibition by interdomain head.tail interactions. Intramolecular interactions maintain these proteins "
"Hansen and Kwiatkowski 2013.pdf","Chapter One . Control of Actin Dynamics by Allosteric Regulation of Actin Binding Proteins","1","regulate actin dynamics. Autoinhibition is typically relieved by two or more ligand binding and/"
"Hansen and Kwiatkowski 2013.pdf","Chapter One . Control of Actin Dynamics by Allosteric Regulation of Actin Binding Proteins","7","classic head.tail autoinhibition, intramolecular interactions between N- and C-terminal domains modulate ÉøE-"
"Hansen and Kwiatkowski 2013.pdf","Chapter One . Control of Actin Dynamics by Allosteric Regulation of Actin Binding Proteins","10","cytoskeleton. Figure 1.2 Autoinhibition of ERM proteins."
"Hansen and Kwiatkowski 2013.pdf","Chapter One . Control of Actin Dynamics by Allosteric Regulation of Actin Binding Proteins","12","for N-WASP autoinhibition is an intramolecular interaction between a segment of the head "
"Hansen and Kwiatkowski 2013.pdf","Chapter One . Control of Actin Dynamics by Allosteric Regulation of Actin Binding Proteins","14","domain architecture and autoinhibition."
"Hansen and Kwiatkowski 2013.pdf","Chapter One . Control of Actin Dynamics by Allosteric Regulation of Actin Binding Proteins","18","fully relieve conformational autoinhibition. Interfacing actin regulatory proteins with multiple inputs provides opportunities to "
"Hansen and Kwiatkowski 2013.pdf","Chapter One . Control of Actin Dynamics by Allosteric Regulation of Actin Binding Proteins","19","allosteric model for autoinhibition rationalizes WASP signal integration and targeting. J. Mol. Biol. 338, "
"Hansen and Kwiatkowski 2013.pdf","Chapter One . Control of Actin Dynamics by Allosteric Regulation of Actin Binding Proteins","22","M.K., 2000. Autoinhibition and activation mechanisms of the Wiskott.Aldrich syndrome protein. Nature "

"File name","Title","Page","Search Instance"
"Lyon 2014.pdf","Molecular Mechanisms of Phospholipase C &beta;3 Autoinhibition","Document Metadata","Title: &beta;3 Autoinhibition"
"Lyon 2014.pdf","Molecular Mechanisms of Phospholipase C &beta;3 Autoinhibition","Document Metadata","Found 1 instance(s) in additional metadata"
"Lyon 2014.pdf","Molecular Mechanisms of Phospholipase C &beta;3 Autoinhibition","1","Phospholipase C b3 Autoinhibition Angeline M. Lyon,1,2,3,4 Jessica A. Begley,1,2,3 Taylor D. "
"Lyon 2014.pdf","Molecular Mechanisms of Phospholipase C &beta;3 Autoinhibition","1","is the robust autoinhibition of PLCb by the X-Y linker region within its "
"Lyon 2014.pdf","Molecular Mechanisms of Phospholipase C &beta;3 Autoinhibition","1","common mode of autoinhibition within the PLC family (Hicks et al., 2008; Schnabel "
"Lyon 2014.pdf","Molecular Mechanisms of Phospholipase C &beta;3 Autoinhibition","2","molecular basis underlying autoinhibition by Ha20. One is for Ha20 to "
"Lyon 2014.pdf","Molecular Mechanisms of Phospholipase C &beta;3 Autoinhibition","2","CTD contribute to autoinhibition of PLCb and whether they act independently of each other. "
"Lyon 2014.pdf","Molecular Mechanisms of Phospholipase C &beta;3 Autoinhibition","3","the dependence of autoinhibition by the X-Y linker on Ha20, internal "
"Lyon 2014.pdf","Molecular Mechanisms of Phospholipase C &beta;3 Autoinhibition","3","a role in autoinhibition, the D859.863 deletion (denoted as DLINPI) was created "
"Lyon 2014.pdf","Molecular Mechanisms of Phospholipase C &beta;3 Autoinhibition","3","a role in autoinhibition. The second is that removal of the N-terminal region "
"Lyon 2014.pdf","Molecular Mechanisms of Phospholipase C &beta;3 Autoinhibition","4","acidic stretch in autoinhibition. Figure 2. Basal Activity and DSF Measurements of PLCb3 Variants "
"Lyon 2014.pdf","Molecular Mechanisms of Phospholipase C &beta;3 Autoinhibition","5","to loss of autoinhibition by Ha20. PLCb3-D847Ddisorder was activated 19-"
"Lyon 2014.pdf","Molecular Mechanisms of Phospholipase C &beta;3 Autoinhibition","7","the release of autoinhibition mediated by the X-Y linker and Ha20. "
"Lyon 2014.pdf","Molecular Mechanisms of Phospholipase C &beta;3 Autoinhibition","8","Model of PLCb Autoinhibition by the X-Y Linker Under basal conditions, the lid "
"Lyon 2014.pdf","Molecular Mechanisms of Phospholipase C &beta;3 Autoinhibition","10","General and versatile autoinhibition of PLC isozymes. Mol. Cell 31, 383.394. Ilkaeva, O., "

"File name","Title","Page","Search Instance"
"Wang 2014.pdf","Regulation of the Rhp26ERCC6/CSB chromatin remodeler by a novel conserved leucine latch motif","1","motif mediates the autoinhibition of the ATPase and chromatin-remodeling activities of Rhp26 via "
"Wang 2014.pdf","Regulation of the Rhp26ERCC6/CSB chromatin remodeler by a novel conserved leucine latch motif","1","protein counteracts this autoinhibition and that both the N- and C-terminal regions of "
"Wang 2014.pdf","Regulation of the Rhp26ERCC6/CSB chromatin remodeler by a novel conserved leucine latch motif","1","molecular mechanism of autoinhibition of CSB enzymatic activities. We identify a novel conserved motif "
"Wang 2014.pdf","Regulation of the Rhp26ERCC6/CSB chromatin remodeler by a novel conserved leucine latch motif","2","motif abolishes the autoinhibition of the ATPase and chromatin-remodeling activities and results in "
"Wang 2014.pdf","Regulation of the Rhp26ERCC6/CSB chromatin remodeler by a novel conserved leucine latch motif","3","suggesting that the autoinhibition of the N-terminal region might be released upon DNA "
"Wang 2014.pdf","Regulation of the Rhp26ERCC6/CSB chromatin remodeler by a novel conserved leucine latch motif","3","important for the autoinhibition by the N-terminal region because deletion of this short "
"Wang 2014.pdf","Regulation of the Rhp26ERCC6/CSB chromatin remodeler by a novel conserved leucine latch motif","3","the N terminusÅfs autoinhibition of Rhp26 ATPase activity (Fig. S5). The deletion of "
"Wang 2014.pdf","Regulation of the Rhp26ERCC6/CSB chromatin remodeler by a novel conserved leucine latch motif","5","terms of the autoinhibition of enzymatic activities of key transcription coupled repair factors in "
"Wang 2014.pdf","Regulation of the Rhp26ERCC6/CSB chromatin remodeler by a novel conserved leucine latch motif","6","for Rhp26ERCC6/CSB. Autoinhibition is subsequently released upon recruitment to a damage stalled transcription "

"File name","Title","Page","Search Instance"
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","Document Metadata","Title: Autoinhibition and relief mechanism for Polo-like kinase 4"
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","1","Autoinhibition and relief mechanism for Polo-like kinase 4 Joseph E. "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","1","kinase domain. Thus, autoinhibition is a conserved feature of Plks. In the case of "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","1","case of Plk4, autoinhibition is relieved after homodimerization and is accomplished by PB3 and "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","1","Plk4 homodimer. Therefore, autoinhibition delays the multiple consequences of activation until Plk4 dimerizes. These "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","1","of centriole duplication. autoinhibition | centriole | centrosome | Polo box | Polo-like "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","1","localization, degradation, and autoinhibition of the kinase (3, 10.13). New regulatory mechanisms "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","1","intracellular targeting, and autoinhibition of kinase activity (3, 4, 12, 13, 17). Plk1."
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","1","its mechanism of autoinhibition. The two PBs of Plk1 form an intramolecular dimer joined "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","1","inactive because of autoinhibition and requires multiple cell-cycle.dependent inputs to achieve full "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","1","but also relieve autoinhibition caused by linker 1 (L1). Relief of autoinhibition is "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","1","L1). Relief of autoinhibition is mediated by downstream PB3, demonstrating Significance Polo-like kinases "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","1","ability to relieve autoinhibition through a third Polo box domain not present in other "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","1","family members. Moreover, autoinhibition controls Plk4 oligomerization, which ultimately governs its stability and thus "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","2","Plk4 activation. Thus, autoinhibition is a conserved regulatory mechanism of the Plk family and, "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","4","of human Plk1, autoinhibition is relieved by phosphorylation of its kinase domain (16, "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","5","Mechanism for Plk4 Autoinhibition. Phosphorylation of the human Plk1 AL by Aurora A stimulates "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","5","manner and that autoinhibition might function to block autophosphorylation of this loop. We tested "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","5","Bora relieves this autoinhibition by binding Plk1 and exposing the AL (27, 28), "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","5","relieve L1-mediated autoinhibition of the kinase domain, thereby allowing autophosphorylation of the AL. "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","5","may prevent further autoinhibition. MS analysis of Plk4 identified two phosphorylated residues within L1 "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","5","is responsible for autoinhibition, then constructs containing L1 (but lacking PB3) should display "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","5","results in partial autoinhibition. [Interestingly, removal of GST from the 1.602 protein "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","5","of L1 blocks autoinhibition, then substituting L1 residues Ser374 and Ser378 with nonphosphorylatable Ala "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","5","to contribute to autoinhibition in the GST- 602 constructs because (i) PB1.PB2 "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","5","4. Plk4 displays autoinhibition which can be relieved by L1 autophosphorylation. (A) Linear "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","6","PB3 to relieve autoinhibition. Relief of Autoinhibition. We propose that an important function of "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","6","autoinhibition. Relief of Autoinhibition. We propose that an important function of PB3 is to "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","6","to contribute to autoinhibition relief. So far, our results indicate that PB3 is required "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","6","mediated relief of autoinhibition in vitro using bacterially expressed protein, but were unable to "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","6","L1 and release autoinhibition on its own but possibly binds and positions an unidentified "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","6","by L1-mediated autoinhibition, thus forestalling its degradation. Subsequently, Plk4 homodimerizes and gains activity "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","6","gains activity as autoinhibition is relieved. Possibly dimerization is a regulated event controlled by "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","6","event controlled by autoinhibition. Therefore, we examined whether kinase activity influenced dimerization in cells "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","8","autoinhibition of the Plk4 dimer (a process that may require "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","8","that, because of autoinhibition, the most probable initial act of the de-inhibited dimer "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","8","mechanism of temporary autoinhibition, kinase activity could prevent dimer formation, which is required to "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","8","findings suggest that autoinhibition controls Plk4 oligomerization and degradation. Under physiological conditions, we propose "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","8","we propose that autoinhibition delays autodestruction, thus allowing the accumulation of a minor amount "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","8","B) PB3 relieves autoinhibition by positioning an unidentified binding partner to move L1 away "
"Klebba 2015.pdf","Autoinhibition and relief mechanism for Polo-like kinase 4","8","phosphorylation further relieves autoinhibition; (4) L2 phosphorylation promotes dimer separation. (D) SCFSlimb "

"File name","Title","Page","Search Instance"
"Song 2011.pdf","Structure of DNMT1-DNA Complex Reveals a Role for Autoinhibition in Maintenance DNA Methylation","Document Metadata","Title: a Role for Autoinhibition in Maintenance DNA Methylation"
"Song 2011.pdf","Structure of DNMT1-DNA Complex Reveals a Role for Autoinhibition in Maintenance DNA Methylation","1","a Role for Autoinhibition in Maintenance DNA Methylation Jikui Song,1 Olga Rechkoblit,1 "
"Song 2011.pdf","Structure of DNMT1-DNA Complex Reveals a Role for Autoinhibition in Maintenance DNA Methylation","1","a role for autoinhibition in maintenance DNA methylation, by which occlusion of unmethylated CpG "
"Song 2011.pdf","Structure of DNMT1-DNA Complex Reveals a Role for Autoinhibition in Maintenance DNA Methylation","4","(Fig. 4B). Autoinhibition in maintenance DNA methylation. Our findings allow us to propose "
"Song 2011.pdf","Structure of DNMT1-DNA Complex Reveals a Role for Autoinhibition in Maintenance DNA Methylation","6","a Role for Autoinhibition in Maintenance DNA Methylation Jikui Song, Olga Rechkoblit, Timothy H. "

"File name","Title","Page","Search Instance"
"Jiang and Carlson 1997.pdf","The Snf1 protein kinase and its activating subunit, Snf4, interact with distinct domains of the Sip1/Sip2/Gal83 component in the kinase complex","6","(KD), causing autoinhibition of kinase activity; when glucose is limiting (little or "
"Jiang and Carlson 1997.pdf","The Snf1 protein kinase and its activating subunit, Snf4, interact with distinct domains of the Sip1/Sip2/Gal83 component in the kinase complex","6","or no glucose), autoinhibition is relieved and Snf4 binds to an overlapping site in "

"File name","Title","Page","Search Instance"
"Francis 2002.pdf","FRANCIS.DOC","1","2002] MECHANISMS OF AUTOINHIBITION IN CYCLIC NUCLEOTIDE-DEPENDENT PROTEIN KINASES Sharron H. Francis, Celeste "
"Francis 2002.pdf","FRANCIS.DOC","1","General mechanisms of autoinhibition of cyclic nucleotide-dependent protein kinases 3.1. Autoinhibition through substrate-"
"Francis 2002.pdf","FRANCIS.DOC","1","protein kinases 3.1. Autoinhibition through substrate-like sequences 3.2. Autoinhibition through non-substrate like "
"Francis 2002.pdf","FRANCIS.DOC","1","like sequences 3.2. Autoinhibition through non-substrate like sequences 4. Autoinhibition of cyclic AMP-"
"Francis 2002.pdf","FRANCIS.DOC","1","like sequences 4. Autoinhibition of cyclic AMP-dependent protein kinases (PKA) 4.1. Studies "
"Francis 2002.pdf","FRANCIS.DOC","1","4.1. Studies of autoinhibition of PKA using modified forms of R subunits 4.2. Studies "
"Francis 2002.pdf","FRANCIS.DOC","1","4.2. Studies of autoinhibition of PKA using synthetic peptides 4.3. Inhibition of PKA by "
"Francis 2002.pdf","FRANCIS.DOC","1","PKI 580 5. Autoinhibition of cGMP-dependent protein kinases (PKG) 5.1. Studies of "
"Francis 2002.pdf","FRANCIS.DOC","1","Studies of PKG autoinhibition using modified PKGs 5.2. Effect of autophosphorylation on PKG autoinhibition "
"Francis 2002.pdf","FRANCIS.DOC","1","autophosphorylation on PKG autoinhibition 5.3. Inhibition of PKG by RI subunit 5.4. Studies of "
"Francis 2002.pdf","FRANCIS.DOC","1","Studies of PKG autoinhibition using synthetic peptides 6. Summary 7. Acknowledgement 8. References 1. "
"Francis 2002.pdf","FRANCIS.DOC","1","portion of this autoinhibition occurs through interactions between residues within the catalytic domain and "
"Francis 2002.pdf","FRANCIS.DOC","1","less important for autoinhibition in PKGs than in PKAs, and a conserved serine at "
"Francis 2002.pdf","FRANCIS.DOC","1","also contribute to autoinhibition in both PKA and PKG. For example, synthetic peptides with "
"Francis 2002.pdf","FRANCIS.DOC","1","Thus, capacity for autoinhibition of PKA or PKG is provided by contacts involving direct "
"Francis 2002.pdf","FRANCIS.DOC","1","conformation. 2. INTRODUCTION Autoinhibition (self-inhibition) is a key biochemical regulatory mechanism that "
"Francis 2002.pdf","FRANCIS.DOC","1","functions. Relief of autoinhibition results in activation of the respective protein and is critical "
"Francis 2002.pdf","FRANCIS.DOC","1","self-regulation through autoinhibition can occur in any protein that exists in active and "
"Francis 2002.pdf","FRANCIS.DOC","1","In some instances, autoinhibition is provided by a very limited segment of protein sequence. "
"Francis 2002.pdf","FRANCIS.DOC","1","description of intrasteric autoinhibition (1-14)."
"Francis 2002.pdf","FRANCIS.DOC","2","Autoinhibition of Cyclic Nucleotide-Dependent Protein Kinases 581 Figure 1. Schematic "
"Francis 2002.pdf","FRANCIS.DOC","2","that contribute to autoinhibition in PKAs and PKGs. PKA is depicted as a single "
"Francis 2002.pdf","FRANCIS.DOC","2","exist as homodimers. Autoinhibition in PKA can occur between a single R subunit and "
"Francis 2002.pdf","FRANCIS.DOC","2","subunit. In PKGs autoinhibition occurs through interactions within a single monomer. The gray stippled "
"Francis 2002.pdf","FRANCIS.DOC","2","required for effective autoinhibition. 1A. For PKA autoinhibition, a substrate-like sequence (-RRXSX-) "
"Francis 2002.pdf","FRANCIS.DOC","2","1A. For PKA autoinhibition, a substrate-like sequence (-RRXSX-) containing either serine ("
"Francis 2002.pdf","FRANCIS.DOC","2","important for PKA autoinhibition. The heavy lines extending from the arginines (R) in "
"Francis 2002.pdf","FRANCIS.DOC","2","makes to PKA autoinhibition. 1B. For PKG autoinhibition, the homologous substrate-related sequence is "
"Francis 2002.pdf","FRANCIS.DOC","2","1B. For PKG autoinhibition, the homologous substrate-related sequence is shown as . XXXGIS- "
"Francis 2002.pdf","FRANCIS.DOC","2","important in PKG autoinhibition include P+1 isoleucine/valine and P+2 serine. This "
"Francis 2002.pdf","FRANCIS.DOC","2","not known. Reversible autoinhibition/activation in protein kinases is a pivotally important regulatory mechanism "
"Francis 2002.pdf","FRANCIS.DOC","2","and/or reverse autoinhibition. Such is the case for autophosphorylation which occurs in type "
"Francis 2002.pdf","FRANCIS.DOC","2","counter process to autoinhibition. 3. GENERAL MECHANISMS OF AUTOINHIBITION OF CYCLIC NUCLEOTIDE-DEPENDENT PROTEIN "
"Francis 2002.pdf","FRANCIS.DOC","2","GENERAL MECHANISMS OF AUTOINHIBITION OF CYCLIC NUCLEOTIDE-DEPENDENT PROTEIN KINASESThere are two major "
"Francis 2002.pdf","FRANCIS.DOC","2","involved in effecting autoinhibition in cyclic nucleotide-dependent protein kinases. One involves a short "
"Francis 2002.pdf","FRANCIS.DOC","2","these contribute to autoinhibition by either stabilizing the substrate consensus sequence interactions with the "
"Francis 2002.pdf","FRANCIS.DOC","2","two C subunits, autoinhibition occurs in the complex of a single R subunit with "
